primary_target,disease,retrieved_utc,pubmed_pair_count,clinical_trial_pub_count,pair_pub_acceleration,has_real_pubmed_data,pubmed_data_missing,pubmed_status,pubmed_total_raw,pubmed_clinical_trial_raw,pubmed_recent_raw,pubmed_as_of,pubmed_recent_start,pubmed_query
MTOR,glioblastoma,2026-09-14T05:14:28.379615+00:00,1.0,0.28,0.7057416267942583,True,0,complete,1045,28,295,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (glioblastoma[Title/Abstract])
MTOR,hepatocellular carcinoma,2026-09-14T05:14:29.588568+00:00,1.0,0.2,0.8319935691318326,True,0,complete,1866,20,621,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
MTOR,hnscc,2026-09-14T05:14:30.800821+00:00,0.325,0.13,0.6,True,0,complete,325,13,78,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (hnscc[Title/Abstract])
MTOR,leukemia,2026-09-14T05:14:32.296790+00:00,1.0,0.25,0.5769230769230769,True,0,complete,1534,25,354,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (leukemia[Title/Abstract])
MTOR,melanoma,2026-09-14T05:14:33.374669+00:00,0.882,0.08,0.691609977324263,True,0,complete,882,8,244,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (melanoma[Title/Abstract])
MTOR,multiple myeloma,2026-09-14T05:14:35.438794+00:00,0.303,0.08,0.5033003300330033,True,0,complete,303,8,61,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (multiple myeloma[Title/Abstract])
MTOR,nsclc,2026-09-14T05:14:36.442033+00:00,1.0,0.17,0.7460474308300395,True,0,complete,1012,17,302,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (nsclc[Title/Abstract])
MTOR,pancreatic cancer,2026-09-14T05:14:37.684158+00:00,0.67,0.15,0.7350746268656716,True,0,complete,670,15,197,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
MTOR,prostate cancer,2026-09-14T05:14:38.804109+00:00,1.0,0.29,0.6206140350877193,True,0,complete,1140,29,283,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (prostate cancer[Title/Abstract])
MTOR,renal cell carcinoma,2026-09-14T05:14:40.366298+00:00,1.0,0.63,0.5265814266487214,True,0,complete,1486,63,313,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (renal cell carcinoma[Title/Abstract])
MTOR,solid tumors,2026-09-14T05:14:41.556182+00:00,0.638,1.0,0.5250783699059561,True,0,complete,638,111,134,2026-09-14,2023-01-01,(MTOR[Title/Abstract]) AND (solid tumors[Title/Abstract])
NECTIN4,bladder cancer,2026-09-14T05:14:42.780606+00:00,0.112,0.02,1.0,True,0,complete,112,2,86,2026-09-14,2023-01-01,(NECTIN4[Title/Abstract]) AND (bladder cancer[Title/Abstract])
NECTIN4,cancer nos,2026-09-14T05:14:43.978318+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(NECTIN4[Title/Abstract]) AND (cancer nos[Title/Abstract])
NECTIN4,solid tumors,2026-09-14T05:14:45.407743+00:00,0.05,0.05,1.0,True,0,complete,50,5,35,2026-09-14,2023-01-01,(NECTIN4[Title/Abstract]) AND (solid tumors[Title/Abstract])
NTRK1,nsclc,2026-09-14T05:14:46.783798+00:00,0.103,0.03,1.0,True,0,complete,103,3,55,2026-09-14,2023-01-01,(NTRK1[Title/Abstract]) AND (nsclc[Title/Abstract])
PARP1,breast cancer,2026-09-14T05:14:48.044900+00:00,0.836,0.08,0.8642344497607655,True,0,complete,836,8,289,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (breast cancer[Title/Abstract])
PARP1,cancer nos,2026-09-14T05:14:49.087189+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (cancer nos[Title/Abstract])
PARP1,cervical cancer,2026-09-14T05:14:50.246817+00:00,0.087,0.0,0.7471264367816091,True,0,complete,87,0,26,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (cervical cancer[Title/Abstract])
PARP1,colorectal cancer,2026-09-14T05:14:51.497773+00:00,0.193,0.01,1.0,True,0,complete,193,1,80,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
PARP1,endometrial cancer,2026-09-14T05:14:52.783500+00:00,0.019,0.0,0.7894736842105262,True,0,complete,19,0,6,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (endometrial cancer[Title/Abstract])
PARP1,hnscc,2026-09-14T05:14:53.877851+00:00,0.028,0.0,0.7142857142857142,True,0,complete,28,0,8,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (hnscc[Title/Abstract])
PARP1,leukemia,2026-09-14T05:14:55.169649+00:00,0.293,0.04,0.5802047781569966,True,0,complete,293,4,68,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (leukemia[Title/Abstract])
PARP1,melanoma,2026-09-14T05:14:56.742933+00:00,0.124,0.05,0.7056451612903225,True,0,complete,124,5,35,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (melanoma[Title/Abstract])
PARP1,nsclc,2026-09-14T05:14:58.512522+00:00,0.104,0.02,0.8413461538461539,True,0,complete,104,2,35,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (nsclc[Title/Abstract])
PARP1,ovarian cancer,2026-09-14T05:14:59.598695+00:00,0.311,0.07,0.7877813504823151,True,0,complete,311,7,98,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
PARP1,pancreatic cancer,2026-09-14T05:15:00.973121+00:00,0.117,0.0,0.6196581196581196,True,0,complete,117,0,29,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
PARP1,prostate cancer,2026-09-14T05:15:02.136279+00:00,0.213,0.04,0.8450704225352113,True,0,complete,213,4,72,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (prostate cancer[Title/Abstract])
PARP1,solid tumors,2026-09-14T05:15:03.360073+00:00,0.093,0.11,0.8333333333333333,True,0,complete,93,11,31,2026-09-14,2023-01-01,(PARP1[Title/Abstract]) AND (solid tumors[Title/Abstract])
PDCD1,bladder cancer,2026-09-14T05:15:04.566015+00:00,0.02,0.01,1.0,True,0,complete,20,1,9,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (bladder cancer[Title/Abstract])
PDCD1,breast cancer,2026-09-14T05:15:05.765590+00:00,0.065,0.01,1.0,True,0,complete,65,1,37,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (breast cancer[Title/Abstract])
PDCD1,cancer nos,2026-09-14T05:15:06.982540+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (cancer nos[Title/Abstract])
PDCD1,cervical cancer,2026-09-14T05:15:08.219678+00:00,0.019,0.0,1.0,True,0,complete,19,0,9,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (cervical cancer[Title/Abstract])
PDCD1,colorectal cancer,2026-09-14T05:15:09.440854+00:00,0.057,0.0,1.0,True,0,complete,57,0,28,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
PDCD1,endometrial cancer,2026-09-14T05:15:10.659352+00:00,0.01,0.0,1.0,True,0,complete,10,0,7,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (endometrial cancer[Title/Abstract])
PDCD1,gastric cancer,2026-09-14T05:15:11.812950+00:00,0.029,0.0,1.0,True,0,complete,29,0,19,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (gastric cancer[Title/Abstract])
PDCD1,glioblastoma,2026-09-14T05:15:13.072623+00:00,0.022,0.0,1.0,True,0,complete,22,0,15,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (glioblastoma[Title/Abstract])
PDCD1,hepatocellular carcinoma,2026-09-14T05:15:14.269631+00:00,0.09,0.0,1.0,True,0,complete,90,0,52,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
PDCD1,hnscc,2026-09-14T05:15:15.480408+00:00,0.018,0.0,1.0,True,0,complete,18,0,9,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (hnscc[Title/Abstract])
PDCD1,leukemia,2026-09-14T05:15:16.730726+00:00,0.033,0.0,1.0,True,0,complete,33,0,15,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (leukemia[Title/Abstract])
PDCD1,lymphoma,2026-09-14T05:15:17.902041+00:00,0.049,0.0,0.9183673469387754,True,0,complete,49,0,18,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (lymphoma[Title/Abstract])
PDCD1,melanoma,2026-09-14T05:15:19.112851+00:00,0.075,0.0,0.8,True,0,complete,75,0,24,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (melanoma[Title/Abstract])
PDCD1,multiple myeloma,2026-09-14T05:15:20.321704+00:00,0.006,0.01,0.0,True,0,complete,6,1,0,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (multiple myeloma[Title/Abstract])
PDCD1,nsclc,2026-09-14T05:15:21.521162+00:00,0.032,0.0,1.0,True,0,complete,32,0,17,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (nsclc[Title/Abstract])
PDCD1,ovarian cancer,2026-09-14T05:15:22.717922+00:00,0.017,0.0,1.0,True,0,complete,17,0,10,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
PDCD1,pancreatic cancer,2026-09-14T05:15:23.976141+00:00,0.013,0.0,1.0,True,0,complete,13,0,8,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
PDCD1,prostate cancer,2026-09-14T05:15:25.138718+00:00,0.01,0.0,1.0,True,0,complete,10,0,5,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (prostate cancer[Title/Abstract])
PDCD1,renal cell carcinoma,2026-09-14T05:15:26.378901+00:00,0.035,0.0,1.0,True,0,complete,35,0,16,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (renal cell carcinoma[Title/Abstract])
PDCD1,solid tumors,2026-09-14T05:15:27.583353+00:00,0.02,0.0,1.0,True,0,complete,20,0,11,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (solid tumors[Title/Abstract])
PDCD1,thyroid cancer,2026-09-14T05:15:29.919862+00:00,0.007,0.0,1.0,True,0,complete,7,0,5,2026-09-14,2023-01-01,(PDCD1[Title/Abstract]) AND (thyroid cancer[Title/Abstract])
PIK3CA,breast cancer,2026-09-14T05:15:32.282827+00:00,1.0,1.0,0.9390862944162436,True,0,complete,2167,186,814,2026-09-14,2023-01-01,(PIK3CA[Title/Abstract]) AND (breast cancer[Title/Abstract])
PIK3CA,colorectal cancer,2026-09-14T05:15:33.482691+00:00,1.0,0.65,0.6367713004484304,True,0,complete,1115,65,284,2026-09-14,2023-01-01,(PIK3CA[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
PSMB5,bladder cancer,2026-09-14T05:15:34.697485+00:00,0.003,0.0,1.0,True,0,complete,3,0,3,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (bladder cancer[Title/Abstract])
PSMB5,breast cancer,2026-09-14T05:15:36.059300+00:00,0.013,0.0,0.5769230769230769,True,0,complete,13,0,3,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (breast cancer[Title/Abstract])
PSMB5,cancer nos,2026-09-14T05:15:37.157016+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (cancer nos[Title/Abstract])
PSMB5,gastric cancer,2026-09-14T05:15:38.346405+00:00,0.002,0.0,0.0,True,0,complete,2,0,0,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (gastric cancer[Title/Abstract])
PSMB5,hepatocellular carcinoma,2026-09-14T05:15:39.578210+00:00,0.007,0.0,1.0,True,0,complete,7,0,5,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
PSMB5,leukemia,2026-09-14T05:15:40.776029+00:00,0.012,0.0,0.20833333333333331,True,0,complete,12,0,1,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (leukemia[Title/Abstract])
PSMB5,lymphoma,2026-09-14T05:15:42.168021+00:00,0.01,0.0,0.75,True,0,complete,10,0,3,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (lymphoma[Title/Abstract])
PSMB5,multiple myeloma,2026-09-14T05:15:43.225962+00:00,0.033,0.02,0.7575757575757576,True,0,complete,33,2,10,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (multiple myeloma[Title/Abstract])
PSMB5,nsclc,2026-09-14T05:15:44.445038+00:00,0.001,0.0,1.0,True,0,complete,1,0,1,2026-09-14,2023-01-01,(PSMB5[Title/Abstract]) AND (nsclc[Title/Abstract])
RRM1,bladder cancer,2026-09-14T05:15:45.623830+00:00,0.012,0.0,0.41666666666666663,True,0,complete,12,0,2,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (bladder cancer[Title/Abstract])
RRM1,breast cancer,2026-09-14T05:15:46.855738+00:00,0.057,0.05,0.17543859649122806,True,0,complete,57,5,4,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (breast cancer[Title/Abstract])
RRM1,cancer nos,2026-09-14T05:15:48.095799+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (cancer nos[Title/Abstract])
RRM1,cervical cancer,2026-09-14T05:15:49.283449+00:00,0.002,0.0,0.0,True,0,complete,2,0,0,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (cervical cancer[Title/Abstract])
RRM1,hepatocellular carcinoma,2026-09-14T05:15:50.494993+00:00,0.01,0.01,1.0,True,0,complete,10,1,5,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
RRM1,leukemia,2026-09-14T05:15:51.719262+00:00,0.021,0.01,0.5952380952380952,True,0,complete,21,1,5,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (leukemia[Title/Abstract])
RRM1,lymphoma,2026-09-14T05:15:52.901601+00:00,0.012,0.01,0.6249999999999999,True,0,complete,12,1,3,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (lymphoma[Title/Abstract])
RRM1,melanoma,2026-09-14T05:15:54.113802+00:00,0.003,0.0,0.8333333333333333,True,0,complete,3,0,1,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (melanoma[Title/Abstract])
RRM1,nsclc,2026-09-14T05:15:55.335713+00:00,0.155,0.15,0.11290322580645161,True,0,complete,155,15,7,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (nsclc[Title/Abstract])
RRM1,ovarian cancer,2026-09-14T05:15:56.536871+00:00,0.01,0.0,0.5,True,0,complete,10,0,2,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
RRM1,pancreatic cancer,2026-09-14T05:15:57.749409+00:00,0.072,0.02,0.5555555555555556,True,0,complete,72,2,16,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
RRM1,renal cell carcinoma,2026-09-14T05:15:58.990117+00:00,0.006,0.0,0.8333333333333333,True,0,complete,6,0,2,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (renal cell carcinoma[Title/Abstract])
RRM1,solid tumors,2026-09-14T05:16:00.241679+00:00,0.014,0.01,0.3571428571428571,True,0,complete,14,1,2,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (solid tumors[Title/Abstract])
RRM1,thyroid cancer,2026-09-14T05:16:01.387032+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(RRM1[Title/Abstract]) AND (thyroid cancer[Title/Abstract])
SMO,breast cancer,2026-09-14T05:16:02.589507+00:00,0.083,0.02,0.39156626506024095,True,0,complete,83,2,13,2026-09-14,2023-01-01,(SMO[Title/Abstract]) AND (breast cancer[Title/Abstract])
TACSTD2,breast cancer,2026-09-14T05:16:03.876393+00:00,0.021,0.0,0.8333333333333333,True,0,complete,21,0,7,2026-09-14,2023-01-01,(TACSTD2[Title/Abstract]) AND (breast cancer[Title/Abstract])
TACSTD2,cancer nos,2026-09-14T05:16:04.984525+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TACSTD2[Title/Abstract]) AND (cancer nos[Title/Abstract])
TACSTD2,solid tumors,2026-09-14T05:16:06.218563+00:00,0.009,0.0,1.0,True,0,complete,9,0,6,2026-09-14,2023-01-01,(TACSTD2[Title/Abstract]) AND (solid tumors[Title/Abstract])
TNFRSF8,cancer nos,2026-09-14T05:16:07.476431+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TNFRSF8[Title/Abstract]) AND (cancer nos[Title/Abstract])
TNFRSF8,lymphoma,2026-09-14T05:16:08.640746+00:00,0.025,0.02,1.0,True,0,complete,25,2,10,2026-09-14,2023-01-01,(TNFRSF8[Title/Abstract]) AND (lymphoma[Title/Abstract])
TOP1,breast cancer,2026-09-14T05:16:09.832346+00:00,0.069,0.03,0.8695652173913043,True,0,complete,69,3,24,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (breast cancer[Title/Abstract])
TOP1,cancer nos,2026-09-14T05:16:11.060222+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (cancer nos[Title/Abstract])
TOP1,colorectal cancer,2026-09-14T05:16:12.278128+00:00,0.059,0.0,0.9322033898305084,True,0,complete,59,0,22,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
TOP1,gastric cancer,2026-09-14T05:16:13.516171+00:00,0.012,0.0,0.8333333333333333,True,0,complete,12,0,4,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (gastric cancer[Title/Abstract])
TOP1,hepatocellular carcinoma,2026-09-14T05:16:14.750431+00:00,0.01,0.0,0.75,True,0,complete,10,0,3,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
TOP1,lymphoma,2026-09-14T05:16:15.890809+00:00,0.016,0.01,0.78125,True,0,complete,16,1,5,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (lymphoma[Title/Abstract])
TOP1,ovarian cancer,2026-09-14T05:16:17.103789+00:00,0.011,0.0,0.6818181818181818,True,0,complete,11,0,3,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
TOP1,solid tumors,2026-09-14T05:16:18.326116+00:00,0.024,0.05,0.8333333333333333,True,0,complete,24,5,8,2026-09-14,2023-01-01,(TOP1[Title/Abstract]) AND (solid tumors[Title/Abstract])
TOP2A,breast cancer,2026-09-14T05:16:19.526172+00:00,0.338,0.21,0.4881656804733727,True,0,complete,338,21,66,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (breast cancer[Title/Abstract])
TOP2A,cancer nos,2026-09-14T05:16:20.732533+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (cancer nos[Title/Abstract])
TOP2A,cervical cancer,2026-09-14T05:16:21.995115+00:00,0.042,0.01,0.7142857142857143,True,0,complete,42,1,12,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (cervical cancer[Title/Abstract])
TOP2A,endometrial cancer,2026-09-14T05:16:23.154401+00:00,0.012,0.0,0.41666666666666663,True,0,complete,12,0,2,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (endometrial cancer[Title/Abstract])
TOP2A,gastric cancer,2026-09-14T05:16:24.352816+00:00,0.037,0.0,0.47297297297297297,True,0,complete,37,0,7,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (gastric cancer[Title/Abstract])
TOP2A,glioblastoma,2026-09-14T05:16:25.610949+00:00,0.037,0.0,0.7432432432432432,True,0,complete,37,0,11,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (glioblastoma[Title/Abstract])
TOP2A,hepatocellular carcinoma,2026-09-14T05:16:26.780053+00:00,0.151,0.01,1.0,True,0,complete,151,1,61,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
TOP2A,leukemia,2026-09-14T05:16:27.985625+00:00,0.035,0.01,0.42857142857142855,True,0,complete,35,1,6,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (leukemia[Title/Abstract])
TOP2A,lymphoma,2026-09-14T05:16:29.210171+00:00,0.022,0.01,0.6818181818181818,True,0,complete,22,1,6,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (lymphoma[Title/Abstract])
TOP2A,multiple myeloma,2026-09-14T05:16:30.408507+00:00,0.014,0.01,1.0,True,0,complete,14,1,6,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (multiple myeloma[Title/Abstract])
TOP2A,ovarian cancer,2026-09-14T05:16:31.621640+00:00,0.041,0.01,0.548780487804878,True,0,complete,41,1,9,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
TOP2A,prostate cancer,2026-09-14T05:16:32.821387+00:00,0.05,0.0,0.9,True,0,complete,50,0,18,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (prostate cancer[Title/Abstract])
TOP2A,solid tumors,2026-09-14T05:16:34.018109+00:00,0.012,0.0,1.0,True,0,complete,12,0,7,2026-09-14,2023-01-01,(TOP2A[Title/Abstract]) AND (solid tumors[Title/Abstract])
TUBB,bladder cancer,2026-09-14T05:16:35.398834+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (bladder cancer[Title/Abstract])
TUBB,breast cancer,2026-09-14T05:16:36.446568+00:00,0.016,0.01,1.0,True,0,complete,16,1,7,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (breast cancer[Title/Abstract])
TUBB,cancer nos,2026-09-14T05:16:37.733268+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (cancer nos[Title/Abstract])
TUBB,cervical cancer,2026-09-14T05:16:38.917109+00:00,0.001,0.0,0.0,True,0,complete,1,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (cervical cancer[Title/Abstract])
TUBB,colorectal cancer,2026-09-14T05:16:40.216347+00:00,0.003,0.0,1.0,True,0,complete,3,0,2,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
TUBB,endometrial cancer,2026-09-14T05:16:41.419099+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (endometrial cancer[Title/Abstract])
TUBB,gastric cancer,2026-09-14T05:16:43.125803+00:00,0.002,0.0,0.0,True,0,complete,2,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (gastric cancer[Title/Abstract])
TUBB,hnscc,2026-09-14T05:16:44.351568+00:00,0.001,0.0,0.0,True,0,complete,1,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (hnscc[Title/Abstract])
TUBB,leukemia,2026-09-14T05:16:46.118370+00:00,0.008,0.01,0.9375,True,0,complete,8,1,3,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (leukemia[Title/Abstract])
TUBB,lymphoma,2026-09-14T05:16:47.330834+00:00,0.003,0.0,0.8333333333333333,True,0,complete,3,0,1,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (lymphoma[Title/Abstract])
TUBB,melanoma,2026-09-14T05:16:48.663329+00:00,0.002,0.0,0.0,True,0,complete,2,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (melanoma[Title/Abstract])
TUBB,nsclc,2026-09-14T05:16:49.738320+00:00,0.006,0.0,0.41666666666666663,True,0,complete,6,0,1,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (nsclc[Title/Abstract])
TUBB,ovarian cancer,2026-09-14T05:16:50.983464+00:00,0.009,0.0,1.0,True,0,complete,9,0,4,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
TUBB,pancreatic cancer,2026-09-14T05:16:52.210333+00:00,0.002,0.0,0.0,True,0,complete,2,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (pancreatic cancer[Title/Abstract])
TUBB,prostate cancer,2026-09-14T05:16:53.453543+00:00,0.003,0.0,0.8333333333333333,True,0,complete,3,0,1,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (prostate cancer[Title/Abstract])
TUBB,solid tumors,2026-09-14T05:16:54.662349+00:00,0.001,0.0,0.0,True,0,complete,1,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (solid tumors[Title/Abstract])
TUBB,thyroid cancer,2026-09-14T05:16:55.884215+00:00,0.004,0.0,0.0,True,0,complete,4,0,0,2026-09-14,2023-01-01,(TUBB[Title/Abstract]) AND (thyroid cancer[Title/Abstract])
TYMS,breast cancer,2026-09-14T05:16:57.657578+00:00,0.075,0.02,0.4666666666666667,True,0,complete,75,2,14,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (breast cancer[Title/Abstract])
TYMS,cancer nos,2026-09-14T05:16:58.853196+00:00,0.0,0.0,0.0,True,0,complete,0,0,0,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (cancer nos[Title/Abstract])
TYMS,colorectal cancer,2026-09-14T05:17:00.080166+00:00,0.136,0.11,0.5147058823529411,True,0,complete,136,11,28,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (colorectal cancer[Title/Abstract])
TYMS,gastric cancer,2026-09-14T05:17:01.348819+00:00,0.033,0.02,0.3787878787878788,True,0,complete,33,2,5,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (gastric cancer[Title/Abstract])
TYMS,hepatocellular carcinoma,2026-09-14T05:17:02.506016+00:00,0.034,0.01,1.0,True,0,complete,34,1,14,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (hepatocellular carcinoma[Title/Abstract])
TYMS,hnscc,2026-09-14T05:17:07.142601+00:00,0.006,0.0,0.8333333333333333,True,0,complete,6,0,2,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (hnscc[Title/Abstract])
TYMS,lymphoma,2026-09-14T05:17:08.461276+00:00,0.021,0.01,0.35714285714285715,True,0,complete,21,1,3,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (lymphoma[Title/Abstract])
TYMS,nsclc,2026-09-14T05:17:09.687605+00:00,0.051,0.02,0.34313725490196073,True,0,complete,51,2,7,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (nsclc[Title/Abstract])
TYMS,ovarian cancer,2026-09-14T05:17:10.781161+00:00,0.009,0.0,0.8333333333333333,True,0,complete,9,0,3,2026-09-14,2023-01-01,(TYMS[Title/Abstract]) AND (ovarian cancer[Title/Abstract])
