nct_id,title,status,canonical_drug,primary_target,modality,disease,has_biomarker,start_year,label_strict,label_balanced,label_permissive,label_provenance,drug_is_mapped,drug_is_mapped,ot_overall_score,ot_genetic_association,ot_somatic_mutation,ot_known_drug,ot_animal_model,ot_rna_expression,ot_literature,pubmed_pair_count,clinical_trial_pub_count,pair_pub_acceleration,lineage_specificity,gwas_disease_specificity,alteration_frequency,co_alteration_burden,genomic_complexity,ot_data_missing,cbio_data_missing,biomarker_missing,network_degree,clustering_coefficient,betweenness_centrality,tractability,binding_evidence,potency_proxy,mechanistic_maturity,druggability_tier,target_class,pathway_count,pathway_evidence,alternative_pathway_burden,gwas_association_count,cosmic_census_member,somatic_evidence,depmap_chronos,depmap_essential,depmap_selective,tumor_expression,normal_tissue_burden,tumor_specificity,expression_variability,omnipath_degree,omnipath_references,known_drug_count,interaction_score,disgenet_score,disgenet_disease_count,modality_score,drug_is_mapped,drug_is_mapped,tmb_relevance,pdl1_expression,immune_infiltration,io_mechanism,is_io_target,tds_small_molecule,tds_biologic,tds_combined,drug_class,polypharmacology_proxy,human_study_fraction,translational_study_fraction,perturbation_concordance,target_disease_assoc,pub_acceleration,literature_diversity,context_specificity,biomarker_directness,biomarker_prevalence,biomarker_clonality,assay_precision,CDS,TDS,BFS,MCS,TWS,EMS,BIOLOGY_SCORE
NCT03677141,"A Phase Ib/II, Open-Label, Multicenter, Randomized, Controlled Study Investigating the Safety, Tolerability, Pharmacokinetics, and Efficacy of Mosunetuzumab (BTCT4465A) in Combination With CHOP or CHP-Polatuzumab Vedotin in Patients With B-Cell Non-Hodgkin Lymphoma",COMPLETED,doxorubicin,TOP2A,small_molecule,lymphoma,True,2019.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.021,0.01,0.7142857142857143,0.0,0.63,,,,1,1,0,1111.0,0.000882019801980198,1.0,0.5,0.0,0.0,0.05,0.74,0.7,4.0,0.2,0.08,0.58,0.0,0.0,-0.94,1.0,0.0,0.4,0.6,0.0,0.5,0.72,0.576,0.8,0.9,0.73,0.73,0.7,1,1.0,0.2,0.25,0.35,0.0,0.0,0.31000000000000005,0.0,0.31000000000000005,0.0,0.5,0.47619047619047616,0.3333333333333333,0.24,0.3,0.7142857142857143,0.0155,0.1,0.5,0.3,0.7,0.8,0.225,111.3775,0.295,0.1376,0.28,0.3351,22.4643
NCT02447003,A Phase II Clinical Trial of Pembrolizumab (MK-3475) as Monotherapy for Metastatic Triple-Negative Breast Cancer (mTNBC) - (KEYNOTE-086),COMPLETED,pembrolizumab,PDCD1,antibody,breast cancer,True,2015.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.063,0.01,1.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278374,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.15873015873015872,0.11111111111111109,0.39,0.3,1.0,0.0365,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2115,0.28,0.28,17.0799
NCT01108341,An Open-Label Study to Evaluate the Efficacy and Safety of Treatment With Bendamustine in Combination With Ofatumumab in Previously Untreated Patients With Indolent B-Cell Non-Hodgkin's Lymphoma (NHL),COMPLETED,unmapped,UNKNOWN,unknown,lymphoma,True,2010.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT00284154,A Phase II Trial of VInflunine in the Treatment of Patients With Relapsed Extensive Small Cell Lung Cancer,COMPLETED,unmapped,UNKNOWN,unknown,cancer nos,True,2006.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT01256359,A Double Blind Randomised Phase 2 Trial of Docetaxel With or Without AZD6244 in wt BRAF Advanced Melanoma,COMPLETED,docetaxel,TUBB,small_molecule,melanoma,True,2010.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.002,0.0,1.0,0.0,0.43,,,,1,1,0,715.0,0.000807165034965035,1.0,1.0,1.0,0.5950000000000001,0.05,0.7,0.7,17.0,0.85,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44000000000000006,0.6,0.7,0.59,0.59,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8187500000000001,0.0,0.8187500000000001,0.0,0.0,0.0,0.0,0.63,0.3,1.0,0.001,0.1,0.5,0.3,0.7,0.8,0.178,72.0168,0.295,0.3088,0.04,0.2006,14.5652
NCT03617679,"A Phase II, Randomized, Double-Blind Study of the Use of Rucaparib vs. Placebo Maintenance Therapy in Metastatic and Recurrent Endometrial Cancer",COMPLETED,rucaparib,PARP1,small_molecule,endometrial cancer,True,2019.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.019,0.0,0.9210526315789473,0.0,0.65,,,,1,1,0,598.0,0.0007508963210702341,1.0,0.5,0.0,0.0,0.15,1.0,0.7,35.0,1.0,0.7,0.6,1.0,1.0,-0.48,0.5,0.0,0.4,0.6,0.0,0.5,0.7,0.5599999999999999,0.9,1.0,0.79,0.79,0.7,1,1.0,0.6,0.35,0.5,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.0,0.0,0.72,0.3,0.9210526315789473,0.0095,0.1,0.5,0.3,0.7,0.8,0.682,60.0325,0.295,0.3718,0.28,0.1894,12.3418
NCT02722668,Transplantation of Umbilical Cord Blood From Unrelated Donors in Patients With Hematological Diseases Using a Non-Myeloablative Preparative Regimen,COMPLETED,cyclophosphamide,DNA,small_molecule,multiple myeloma,True,2017.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,0.54,0.49109481403876376,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.54,0.378,0.42,0.3,0.49109481403876376,0.77,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.445,0.28,0.6243,11.9192
NCT00861913,Phase II Trial of Pazopanib (GW786034) in Pre-Treated and Untreated Metastatic Melanoma Patients,COMPLETED,pazopanib,VEGFR2,small_molecule,melanoma,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.23,0.06,0.5108695652173914,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.2608695652173913,0.18260869565217389,0.32999999999999996,0.3,0.5108695652173914,0.14500000000000002,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.247,0.28,0.2717,12.4182
NCT00462423,"Abraxane and Avastin as Therapy for Patients With Malignant Melanoma, a Phase II Study",COMPLETED,avastin,VEGFA,antibody,melanoma,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.248,0.08,0.564516129032258,0.0,0.75,,,,1,1,0,582.0,0.0006893024054982818,1.0,1.0,1.0,0.83255,0.3,1.0,0.7,30.0,1.0,0.6,0.7,1.0,1.0,-0.22,0.0,0.0,0.4,0.6,0.0,0.5,0.82,0.656,0.7,0.8,0.83,0.83,0.8,1,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.295,0.295,1.0,0.0,0.3225806451612903,0.2258064516129032,0.72,0.3,0.564516129032258,0.164,0.1,0.5,0.3,0.7,0.8,0.704,58.7649,0.295,0.4482,0.28,0.3129,12.1214
NCT00068380,A Phase II Trial of STI571 in the Treatment of Metastatic Gastric Cancer,COMPLETED,imatinib,ABL1,small_molecule,gastric cancer,True,2004.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.009,0.0,0.8333333333333333,0.0,0.8,,,,1,1,0,399.0,0.0007217443609022556,0.798,1.0,1.0,0.5742,0.1,1.0,0.7,13.0,0.65,0.26,0.75,1.0,1.0,-0.77,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.84,0.84,0.7,1,1.0,0.2,0.25,0.35,0.0,0.0,0.8935500000000001,0.0,0.8935500000000001,0.0,0.0,0.0,0.0,0.51,0.3,0.8333333333333333,0.0045,0.1,0.5,0.3,0.7,0.8,0.7145,40.5161,0.295,0.2659,0.28,0.1691,8.4234
NCT01421017,"Phase I/II Study of TLR7 Agonist Imiquimod, Cyclophosphamide, and Radiotherapy in Breast Cancer Patients With Chest Wall Recurrence or Skin Metastases",COMPLETED,cyclophosphamide,DNA,small_molecule,breast cancer,True,2011.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,1.0,0.5224914169787764,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,1.0,0.7,0.42,0.3,0.5224914169787764,1.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.514,0.28,0.8445,11.955
NCT00705250,A Phase II Study of Bendamustine HCL in Relapsed and Primary Refractory Hodgkin Lymphoma.,COMPLETED,unmapped,UNKNOWN,unknown,lymphoma,True,2008.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT04154189,"A Multicenter, Open-label, Randomized Phase 2 Study to Compare the Efficacy and Safety of Lenvatinib in Combination With Ifosfamide and Etoposide Versus Ifosfamide and Etoposide in Children, Adolescents and Young Adults With Relapsed or Refractory Osteosarcoma (OLIE)",COMPLETED,lenvatinib,VEGFR2,small_molecule,cancer nos,True,2020.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.0,0.0,0.32999999999999996,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.2035,0.28,0.0,12.3823
NCT00905060,"PHASE 2, Multi-center, Single Arm Investigation of HSPPC-96 Vaccine With Temozolomide in Patients With Newly Diagnosed Glioblastoma Multiforme",COMPLETED,temozolomide,DNA,small_molecule,cancer nos,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.0,0.0,0.42,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.214,0.28,0.0,11.8106
NCT02530489,"Triple-Negative First-Line Study: Neoadjuvant Trial of Nab-Paclitaxel and MPDL3280A, a PDL-1 Inhibitor in Patients With Triple Negative Breast Cancer",COMPLETED,atezolizumab,CD274,antibody,breast cancer,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.111,0.04,1.0,0.0,0.45,,,,1,1,0,929.0,0.0007426555435952638,1.0,1.0,1.0,0.688875,0.2,0.6,0.7,27.0,1.0,0.54,0.4,0.5,0.5,-0.18,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.46399999999999997,0.9,1.0,0.63,0.63,0.8,1,1.0,0.85,0.95,0.8,1.0,1.0,0.0,0.6575,0.6575,1.0,0.0,0.36036036036036034,0.25225225225225223,0.72,0.3,1.0,0.0755,0.1,0.5,0.3,0.7,0.8,0.409,93.4383,0.295,0.4017,0.28,0.3741,18.9792
NCT01950390,A Randomized Phase II Trial of Ipilimumab With or Without Bevacizumab in Patients With Unresectable Stage III or Stage IV Melanoma,COMPLETED,ipilimumab,CTLA4,antibody,melanoma,False,2014.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,0.94,0.7076653306613225,0.0,0.55,,,,1,1,1,822.0,0.0007566520681265206,1.0,0.5,0.0,0.0,0.05,0.36,0.7,11.0,0.55,0.22,0.5,0.5,0.5,-0.12,0.0,0.0,0.4,0.6,0.0,0.5,0.62,0.496,0.8,0.9,0.61,0.61,0.8,1,1.0,0.7,0.6,0.8,1.0,1.0,0.0,0.5700000000000001,0.5700000000000001,1.0,0.5,0.94,0.6579999999999999,0.45,0.3,0.7076653306613225,0.97,0.1,,,,,0.428,82.3775,0.0,0.5185,0.28,0.8536,16.8136
NCT00112489,"A Phase II Evaluation of Paclitaxel (Taxol, NSC # 673089) and Carboplatin (Paraplatin, NSC #241240) in the Treatment of Advanced, Persistent, or Recurrent Uterine Carcinosarcoma",COMPLETED,carboplatin,DNA,small_molecule,cancer nos,True,2005.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.0,0.0,0.42,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.214,0.28,0.0,11.8106
NCT01498289,"A Randomized Phase II Pilot Study Prospectively Evaluating Treatment for Patients Based on ERCC1(Excision Repair Cross-Complementing 1) for Advanced/Metastatic Esophageal, Gastric or Gastroesophageal Junction (GEJ) Cancer",COMPLETED,oxaliplatin,DNA,small_molecule,gastric cancer,True,2012.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,0.61,0.5149934810951761,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.61,0.427,0.42,0.3,0.5149934810951761,0.8049999999999999,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.4555,0.28,0.6616,11.9251
NCT04282018,"A Phase 1/2, Dose Escalation and Expansion Study of BGB-10188, a Phosphatidylinositol 3-Kinase Delta (PI3Kδ) Inhibitor, Combined With Zanubrutinib in Patients With Mature B-Cell Malignancies and Combined With Tislelizumab in Patients With Solid Tumors",COMPLETED,zanubrutinib,BTK,small_molecule,solid tumors,True,2020.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.039,0.02,1.0,0.0,0.65,,,,1,1,0,529.0,0.0007996710775047259,1.0,0.5,0.1,0.796,0.05,1.0,0.7,14.0,0.7,0.28,0.6,1.0,1.0,-0.65,1.0,1.0,0.4,0.6,0.0,0.5,0.75,0.6000000000000001,0.9,1.0,0.77,0.77,0.7,1,1.0,0.3,0.4,0.65,0.0,0.0,0.554,0.0,0.554,0.0,0.5,0.5128205128205129,0.358974358974359,0.54,0.3,1.0,0.0295,0.1,0.5,0.3,0.7,0.8,0.681,53.3119,0.295,0.2768,0.28,0.4122,11.0007
NCT02213289,PANGEA: Personalized Antibodies for Gastro-Esophageal Adenocarcinoma,COMPLETED,nivolumab,PDCD1,antibody,cancer nos,True,2015.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278374,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2005,0.28,0.0,17.0498
NCT03733990,"A Phase I/II Open-Label, Three-Part, Dose-Finding and Separate Cohort Expansion Trial to Assess the Safety, Tolerability and Preliminary Efficacy of Repeated Doses of CLEVER-1 Antibody FP-1305, in Subjects With Advanced Solid Tumours",COMPLETED,unmapped,UNKNOWN,unknown,cancer nos,True,2018.0,0,0,0,completed+negative_text,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT00439517,"A Randomized, Open-label Phase II Study Evaluating the Efficacy and Safety of FOLFOX-4 Plus Cetuximab Versus UFOX Plus Cetuximab as First-line Therapy in Subjects With Metastatic Colorectal Cancer.",COMPLETED,cetuximab,EGFR,antibody,colorectal cancer,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.72,0.55,0.65,0.75,0.4,0.55,0.7,1.0,1.0,0.5960482985729967,0.0,0.9,,,,0,1,0,774.0,0.0007825607235142119,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.8,1,1.0,0.2,0.3,0.4,0.0,0.0,0.0,0.295,0.295,1.0,0.0,1.0,0.7,0.8879999999999999,0.72,0.5960482985729967,1.0,0.275,0.5,0.3,0.7,0.8,0.85,78.1316,0.295,0.7526,0.3362,0.8592,16.1552
NCT00096018,A Phase I/II Study of Fludarabine Plus Thalidomide as Frontline Therapy for Newly Diagnosed Patients With Chronic Lymphocytic Leukemia,COMPLETED,thalidomide,CRBN,small_molecule,leukemia,True,2002.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.06,0.0,1.0,0.0,0.4,,,,1,1,0,630.0,0.0008394936507936509,1.0,0.5,0.0,0.0,0.05,0.32,0.7,1.0,0.05,0.02,0.35,0.5,0.5,-0.55,1.0,1.0,0.4,0.6,0.0,0.5,0.55,0.44000000000000006,0.6,0.7,0.58,0.58,0.7,1,1.0,0.3,0.4,0.55,0.1,0.0,0.27,0.0,0.27,0.0,0.5,0.0,0.0,0.15,0.3,1.0,0.03,0.1,0.5,0.3,0.7,0.8,0.3965,63.2775,0.295,0.1015,0.28,0.2165,12.8681
NCT00599313,Phase II Trial of Sunitinib Malate for the Therapy of Progressive Metastatic Androgen Independent Prostate Cancer (AIPC) Following Docetaxel-based Chemotherapy,COMPLETED,sunitinib,VEGFR2,small_molecule,prostate cancer,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.17,0.08,0.45588235294117646,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.47058823529411764,0.32941176470588235,0.32999999999999996,0.3,0.45588235294117646,0.125,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.241,0.28,0.3275,12.4226
NCT00617409,A Randomized Phase II Trial Using Dendritic Cells Transduced With an Adenoviral Vector Containing the p53 Gene to Immunize Patients With Extensive Stage Small Cell Lung Cancer in Combination With Chemotherapy With or Without All Trans Retinoic Acid,COMPLETED,paclitaxel,TUBB,small_molecule,cancer nos,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.43,,,,1,1,0,715.0,0.000807165034965035,1.0,1.0,1.0,0.5950000000000001,0.05,0.7,0.7,17.0,0.85,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44000000000000006,0.6,0.7,0.59,0.59,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8187500000000001,0.0,0.8187500000000001,0.0,0.0,0.0,0.0,0.63,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.178,72.0168,0.295,0.3085,0.04,0.0,14.5451
NCT01868893,"An Expanded Access, Open-Label Study of Obinutuzumab (GA101) Plus Chlorambucil in Patients With Previously Untreated Chronic Lymphocytic Leukemia",COMPLETED,obinutuzumab,MS4A1,antibody,leukemia,True,2013.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.85,0.62,0.68,0.9,0.4,0.65,0.82,0.013,0.01,0.3846153846153846,0.0,0.65,,,,0,1,0,525.0,0.0006596552380952381,1.0,0.5,0.0,0.0,0.05,0.44,0.7,11.0,0.55,0.22,0.6,0.5,0.5,-0.44,0.5,0.0,0.4,0.6,0.0,0.5,0.68,0.544,0.9,1.0,0.73,0.73,0.8,1,1.0,0.25,0.35,0.65,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.7692307692307693,0.5384615384615384,0.67,0.85,0.3846153846153846,0.0115,0.31,0.5,0.3,0.7,0.8,0.5815,52.8725,0.295,0.3529,0.3515,0.3812,10.9108
NCT01020006,Phase II Study of Coagulation Factor VIIa Inhibitor PCI-27483 in Pancreatic Cancer Patients Receiving Treatment With Gemcitabine,COMPLETED,gemcitabine,RRM1,small_molecule,pancreatic cancer,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.068,0.02,0.5147058823529411,0.0,0.47,,,,1,1,0,475.0,0.000819562105263158,0.95,1.0,1.0,0.5399499999999999,0.05,0.54,0.7,4.0,0.2,0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.46399999999999997,0.6,0.7,0.62,0.62,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8049875000000001,0.0,0.8049875000000001,0.0,0.0,0.29411764705882354,0.20588235294117646,0.24,0.3,0.5147058823529411,0.044000000000000004,0.1,0.5,0.3,0.7,0.8,0.1875,48.0085,0.295,0.1462,0.28,0.2378,9.7731
NCT00867087,"An Open-label, Single-arm, Phase 2 Study Of Inotuzumab Ozogamicin Plus Rituximab In Subjects With Relapsed/Refractory Cd22-positive Diffuse Large B-cell Lymphoma, Eligible For Autologous Stem Cell Transplantation",COMPLETED,rituximab,MS4A1,antibody,lymphoma,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.88,0.65,0.7,0.92,0.4,0.68,0.85,0.028,0.0,0.7142857142857142,0.0,0.65,,,,0,1,0,525.0,0.0006596552380952381,1.0,0.5,0.0,0.0,0.05,0.44,0.7,11.0,0.55,0.22,0.6,0.5,0.5,-0.44,0.5,0.0,0.4,0.6,0.0,0.5,0.68,0.544,0.9,1.0,0.73,0.73,0.8,1,1.0,0.25,0.35,0.65,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.0,0.0,0.682,0.88,0.7142857142857142,0.014,0.325,0.5,0.3,0.7,0.8,0.589,52.8785,0.295,0.3606,0.3568,0.1506,10.8931
