nct_id,title,status,canonical_drug,primary_target,modality,disease,has_biomarker,start_year,label_strict,label_balanced,label_permissive,label_provenance,drug_is_mapped,drug_is_mapped.1,ot_overall_score,ot_genetic_association,ot_somatic_mutation,ot_known_drug,ot_animal_model,ot_rna_expression,ot_literature,pubmed_pair_count,clinical_trial_pub_count,pair_pub_acceleration,lineage_specificity,gwas_disease_specificity,alteration_frequency,co_alteration_burden,genomic_complexity,ot_data_missing,cbio_data_missing,biomarker_missing,network_degree,clustering_coefficient,betweenness_centrality,tractability,binding_evidence,potency_proxy,mechanistic_maturity,druggability_tier,target_class,pathway_count,pathway_evidence,alternative_pathway_burden,gwas_association_count,cosmic_census_member,somatic_evidence,depmap_chronos,depmap_essential,depmap_selective,tumor_expression,normal_tissue_burden,tumor_specificity,expression_variability,omnipath_degree,omnipath_references,known_drug_count,interaction_score,disgenet_score,disgenet_disease_count,modality_score,drug_is_mapped.2,drug_is_mapped.3,tmb_relevance,pdl1_expression,immune_infiltration,io_mechanism,is_io_target,tds_small_molecule,tds_biologic,tds_combined,drug_class,polypharmacology_proxy,human_study_fraction,translational_study_fraction,perturbation_concordance,target_disease_assoc,pub_acceleration,literature_diversity,context_specificity,biomarker_directness,biomarker_prevalence,biomarker_clonality,assay_precision,CDS,TDS,BFS,MCS,TWS,EMS,BIOLOGY_SCORE,_primary_target,_disease,pubmed_total_raw,pubmed_clinical_trial_raw,pubmed_recent_raw,pubmed_status,pubmed_data_missing,log_pubmed_total_raw,log_pubmed_clinical_trial_raw,log_pubmed_recent_raw,clinical_publication_fraction
NCT00439231,A Phase II Study of Lenalidomide Revlimid(Registered Trademark) in Previously Treated Patients With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,COMPLETED,lenalidomide,CRBN,small_molecule,leukemia,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.071,0.0,1.0,0.0,0.4,,,,1,1,0,630.0,0.0008394936507936,1.0,0.5,0.0,0.0,0.05,0.32,0.7,1.0,0.05,0.02,0.35,0.5,0.5,-0.55,1.0,1.0,0.4,0.6,0.0,0.5,0.55,0.44,0.6,0.7,0.58,0.58,0.7,1,1.0,0.3,0.4,0.55,0.1,0.0,0.27,0.0,0.27,0.0,0.5,0.0,0.0,0.15,0.3,1.0,0.0355,0.1,0.5,0.3,0.7,0.8,0.3965,63.2775,0.295,0.1031,0.28,0.2195,12.8687,crbn,leukemia,71.0,0.0,40.0,complete,0,4.276666119016055,0.0,3.713572066704308,0.0
NCT03069937,A Phase II Study of Docetaxel Before Medical Castration With Degarelix in Patients With Newly Diagnosed Metastatic Prostatic Adenocarcinoma.,COMPLETED,docetaxel,TUBB,small_molecule,cancer nos,True,2017.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.43,,,,1,1,0,715.0,0.000807165034965,1.0,1.0,1.0,0.5950000000000001,0.05,0.7,0.7,17.0,0.85,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44,0.6,0.7,0.59,0.59,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8187500000000001,0.0,0.8187500000000001,0.0,0.0,0.0,0.0,0.63,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.178,72.0168,0.295,0.3085,0.04,0.0,14.5451,tubb,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT01216683,A 3-Arm Randomized Phase II Trial of Bendamustine-Rituximab (BR) Followed by Rituximab vs Bortezomib-BR (BVR) Followed by Rituximab vs BR Followed by Lenalidomide/Rituximab in High Risk Follicular Lymphoma,COMPLETED,rituximab,MS4A1,antibody,lymphoma,True,2011.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.88,0.65,0.7,0.92,0.4,0.68,0.85,0.029,0.0,0.9482758620689654,0.0,0.65,,,,0,1,0,525.0,0.0006596552380952,1.0,0.5,0.0,0.0,0.05,0.44,0.7,11.0,0.55,0.22,0.6,0.5,0.5,-0.44,0.5,0.0,0.4,0.6,0.0,0.5,0.68,0.544,0.9,1.0,0.73,0.73,0.8,1,1.0,0.25,0.35,0.65,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.0,0.0,0.682,0.88,0.9482758620689654,0.0145,0.325,0.5,0.3,0.7,0.8,0.589,52.8785,0.295,0.3608,0.3568,0.1976,10.8979,ms4a1,lymphoma,29.0,0.0,11.0,complete,0,3.4011973816621555,0.0,2.4849066497880004,0.0
NCT03459222,A Phase 1/2 Study of Relatlimab (Anti-LAG-3 Monoclonal Antibody) Administered in Combination With Both Nivolumab (Anti-PD-1 Monoclonal Antibody) and BMS-986205 (IDO1 Inhibitor) or in Combination With Both Nivolumab and Ipilimumab (Anti-CTLA-4 Monoclonal Antibody) in Advanced Malignant Tumors,COMPLETED,nivolumab,PDCD1,antibody,cancer nos,True,2018.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2005,0.28,0.0,17.0498,pdcd1,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT01927627,A Phase 2 Study of Enzalutamide in Patients With High-risk Prostate Cancer Who Have Undergone Local Definitive Therapy With Radical Prostatectomy,COMPLETED,enzalutamide,AR,small_molecule,prostate cancer,True,2013.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.98,0.88,0.9,0.98,0.4,0.82,0.95,1.0,1.0,0.5233532934131736,0.0,0.85,,,,0,1,0,557.0,0.0007637253141831,1.0,0.0,0.0,0.0,0.05,1.0,0.7,22.0,1.0,0.44,0.8,1.0,1.0,-0.69,1.0,1.0,0.4,0.6,0.0,0.5,0.82,0.656,1.0,1.0,0.88,0.88,0.7,1,1.0,0.1,0.2,0.3,0.0,0.0,0.2,0.0,0.2,0.0,1.0,0.016047904191616766,0.011233532934131735,0.992,0.98,0.5233532934131736,1.0,0.44,0.5,0.3,0.7,0.8,0.926,56.0475,0.295,0.8009,0.388,0.4609,11.735,ar,prostate cancer,8350.0,134.0,1748.0,complete,0,9.03013657115323,4.90527477843843,7.466799475018602,0.016047904191616766
NCT00787761,Pre-administration of Rabbit Antithymocyte Globulin to Optimize Donor T-Cell Engraftment Following Reduced Intensity Allogeneic Peripheral Blood Progenitor Cell Transplantation From Matched-Related Donors,COMPLETED,cyclophosphamide,DNA,small_molecule,multiple myeloma,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,0.55,0.4660367722165475,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.028089887640449437,0.019662921348314606,0.42,0.3,0.4660367722165475,0.775,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.4465,0.28,0.4204,11.8991,dna,multiple myeloma,1958.0,55.0,365.0,complete,0,7.580189417944541,4.02535169073515,5.902633333401366,0.028089887640449437
NCT00859469,Oxaliplatin (Eloxatin®) Plus Gemcitabine as First or Second-line Chemotherapy for Patients With Malignant Pleural or Peritoneal Mesothelioma: A Phase II Clinical Trial,COMPLETED,gemcitabine,RRM1,small_molecule,cancer nos,False,2004.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.47,,,,1,1,1,475.0,0.0008195621052631,0.95,1.0,1.0,0.5399499999999999,0.05,0.54,0.7,4.0,0.2,0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.4639999999999999,0.6,0.7,0.62,0.62,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8049875000000001,0.0,0.8049875000000001,0.0,0.0,0.0,0.0,0.24,0.3,0.0,0.0,0.1,,,,,0.1875,48.0085,0.0,0.133,0.28,0.0,9.7172,rrm1,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT00271505,A Phase II Evaluation of Avastin in Combination With Docetaxel and Carboplatin as Chemotherapy in Patients With Metastatic Non-Small Cell Lung Cancer,COMPLETED,bevacizumab,VEGFA,antibody,nsclc,True,2005.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.82,0.52,0.58,0.88,0.4,0.7,0.8,0.224,0.03,0.7477678571428571,0.0,0.75,,,,0,1,0,582.0,0.0006893024054982,1.0,1.0,1.0,0.83255,0.3,1.0,0.7,30.0,1.0,0.6,0.7,1.0,1.0,-0.22,0.0,0.0,0.4,0.6,0.0,0.5,0.82,0.656,0.7,0.8,0.83,0.83,0.8,1,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.295,0.295,1.0,0.0,0.013392857142857142,0.009375,0.928,0.82,0.7477678571428571,0.127,0.26,0.5,0.3,0.7,0.8,0.8015,58.9039,0.295,0.5537,0.349,0.2186,12.1956,vegfa,nsclc,224.0,3.0,67.0,complete,0,5.41610040220442,1.3862943611198906,4.219507705176107,0.013392857142857142
NCT02453594,A Phase II Clinical Trial of MK-3475 (Pembrolizumab) in Subjects With Relapsed or Refractory (R/R) Classical Hodgkin Lymphoma (cHL),COMPLETED,pembrolizumab,PDCD1,antibody,lymphoma,True,2015.0,1,1,1,completed+positive_text+results,1,1.0,0.85,0.6,0.65,0.9,0.4,0.68,0.82,0.049,0.0,0.9183673469387754,0.0,0.5,,,,0,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.6100000000000001,0.85,0.9183673469387754,0.0245,0.3,0.5,0.3,0.7,0.8,0.54,84.3108,0.295,0.3299,0.353,0.1971,17.1653,pdcd1,lymphoma,49.0,0.0,18.0,complete,0,3.912023005428146,0.0,2.9444389791664403,0.0
NCT00520403,An Open-label Study to Assess the Effect of First-line Treatment With Avastin in Combination With Standard Therapy on Progression-free Survival in Patients With Metastatic Renal Cell Cancer.,COMPLETED,bevacizumab,VEGFA,antibody,renal cell carcinoma,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.188,0.15,0.7047872340425532,0.0,0.75,,,,1,1,0,582.0,0.0006893024054982,1.0,1.0,1.0,0.83255,0.3,1.0,0.7,30.0,1.0,0.6,0.7,1.0,1.0,-0.22,0.0,0.0,0.4,0.6,0.0,0.5,0.82,0.656,0.7,0.8,0.83,0.83,0.8,1,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.295,0.295,1.0,0.0,0.0797872340425532,0.05585106382978723,0.72,0.3,0.7047872340425532,0.16899999999999998,0.1,0.5,0.3,0.7,0.8,0.704,58.7649,0.295,0.4497,0.28,0.235,12.1139,vegfa,renal cell carcinoma,188.0,15.0,53.0,complete,0,5.241747015059643,2.772588722239781,3.9889840465642745,0.0797872340425532
NCT00004888,A Safety and Efficacy Study of Doxil and Taxotere ± Herceptin in Advanced Breast Cancer,COMPLETED,trastuzumab,ERBB2,antibody,breast cancer,True,2001.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.95,0.88,0.85,0.98,0.4,0.8,0.92,1.0,1.0,0.38055624534392846,0.0,0.85,,,,0,1,0,739.0,0.0007936373477672,1.0,0.5,0.3,0.7236666666666667,0.2,1.0,0.7,45.0,1.0,0.9,0.8,1.0,1.0,-0.71,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.88,0.88,0.8,1,1.0,0.15,0.35,0.45,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.046684877079711945,0.03267941395579836,0.98,0.95,0.38055624534392846,1.0,0.44,0.5,0.3,0.7,0.8,0.9185,74.5055,0.295,0.824,0.386,0.4443,15.4274,erbb2,breast cancer,4027.0,188.0,613.0,complete,0,8.301025253838453,5.241747015059643,6.419994928147142,0.046684877079711945
NCT02661542,"A Phase 1/2a, Dose-escalation Study of FF-10502-01 for the Treatment of Advanced Solid Tumors and Lymphomas",COMPLETED,unmapped,UNKNOWN,unknown,solid tumors,False,2016.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0,0.22,0.0,0.033,unknown,solid tumors,,,,,1,,,,
NCT00216021,A Phase II Trial of Capecitabine and Oxaliplatin (CAPOX) in Patients With Metastatic Breast Cancer: Hoosier Oncology Group BRE03-60,COMPLETED,capecitabine,TYMS,small_molecule,breast cancer,True,2004.0,1,1,1,completed+positive_text+approved,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.075,0.02,0.4666666666666667,0.0,0.6,,,,1,1,0,481.0,0.0008138274428274,0.962,1.0,1.0,0.82585,0.05,0.32,0.7,6.0,0.3,0.12,0.55,0.0,0.0,-0.91,1.0,0.0,0.4,0.6,0.0,0.5,0.7,0.5599999999999999,0.8,0.9,0.78,0.78,0.7,1,1.0,0.15,0.2,0.3,0.0,0.0,0.9164625,0.0,0.9164625,0.0,0.0,0.02666666666666667,0.018666666666666668,0.3,0.3,0.4666666666666667,0.0475,0.1,0.5,0.3,0.7,0.8,0.2215,48.7514,0.295,0.1742,0.28,0.1259,9.9246,tyms,breast cancer,75.0,2.0,14.0,complete,0,4.330733340286331,1.0986122886681098,2.70805020110221,0.02666666666666667
NCT02801578,A Pilot Study of Different Doses of Ibrutinib in Participants With Chronic Lymphocytic Leukemia (CLL),COMPLETED,ibrutinib,BTK,small_molecule,leukemia,True,2016.0,1,1,1,completed+positive_text+results,1,1.0,0.92,0.72,0.78,0.95,0.4,0.68,0.88,1.0,0.75,1.0,0.0,0.65,,,,0,1,0,529.0,0.0007996710775047,1.0,0.5,0.1,0.796,0.05,1.0,0.7,14.0,0.7,0.28,0.6,1.0,1.0,-0.65,1.0,1.0,0.4,0.6,0.0,0.5,0.75,0.6000000000000001,0.9,1.0,0.77,0.77,0.7,1,1.0,0.3,0.4,0.65,0.0,0.0,0.554,0.0,0.554,0.0,0.5,0.06432246998284734,0.04502572898799313,0.788,0.92,1.0,0.875,0.36,0.5,0.3,0.7,0.8,0.8385,53.4714,0.295,0.6671,0.362,0.5563,11.1768,btk,leukemia,1166.0,75.0,490.0,complete,0,7.062191632286556,4.330733340286331,6.19644412779452,0.06432246998284734
NCT00602771,"A Randomized Phase II Trial of Tipifarnib (R115777, ZARNESTRA, NSC #702818) in Combination With Oral Etoposide (VP-16) in Elderly Adults With Newly Diagnosed, Previously Untreated Acute Myelogenous Leukemia (AML)",COMPLETED,etoposide,TOP2A,small_molecule,leukemia,True,2008.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.035,0.01,0.42857142857142855,0.0,0.63,,,,1,1,0,1111.0,0.0008820198019801,1.0,0.5,0.0,0.0,0.05,0.74,0.7,4.0,0.2,0.08,0.58,0.0,0.0,-0.94,1.0,0.0,0.4,0.6,0.0,0.5,0.72,0.576,0.8,0.9,0.73,0.73,0.7,1,1.0,0.2,0.25,0.35,0.0,0.0,0.31,0.0,0.31,0.0,0.5,0.02857142857142857,0.019999999999999997,0.24,0.3,0.42857142857142855,0.022500000000000003,0.1,0.5,0.3,0.7,0.8,0.225,111.3775,0.295,0.1398,0.28,0.1072,22.4419,top2a,leukemia,35.0,1.0,6.0,complete,0,3.58351893845611,0.6931471805599453,1.9459101490553132,0.02857142857142857
NCT01256398,"A Phase II Study of Dasatinib (Sprycel&#174;) (NSC #732517) as Primary Therapy Followed by Transplantation for Adults &gt;/= 18 Years With Newly Diagnosed Ph+ Acute Lymphoblastic Leukemia by CALGB, ECOG and SWOG",COMPLETED,dasatinib,ABL1,small_molecule,leukemia,True,2010.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.97,0.88,0.9,0.98,0.4,0.72,0.93,1.0,1.0,0.8068247541931752,0.0,0.8,,,,0,1,0,399.0,0.0007217443609022,0.798,1.0,1.0,0.5742,0.1,1.0,0.7,13.0,0.65,0.26,0.75,1.0,1.0,-0.77,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.84,0.84,0.7,1,1.0,0.2,0.25,0.35,0.0,0.0,0.8935500000000001,0.0,0.8935500000000001,0.0,0.0,0.04945054945054945,0.03461538461538461,0.778,0.97,0.8068247541931752,1.0,0.44,0.5,0.3,0.7,0.8,0.914,40.6851,0.295,0.7126,0.378,0.5307,8.6473,abl1,leukemia,3458.0,171.0,1116.0,complete,0,8.148734808937169,5.147494476813453,7.018401799069201,0.04945054945054945
NCT00269152,A Randomized Phase 2 Study of Pemetrexed in Combination With Cisplatin or Carboplatin as Adjuvant Chemotherapy in Patients With Completely Resected Stage Ib or II Non-Small Cell Lung Cancer,COMPLETED,cisplatin,DNA,small_molecule,nsclc,True,2005.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,1.0,0.7318037974683543,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,0.045534458509142055,0.03187412095639944,0.42,0.3,0.7318037974683543,1.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.514,0.28,0.5141,11.922,dna,nsclc,5688.0,259.0,1665.0,complete,0,8.646289764750648,5.560681631015528,7.418180822726788,0.045534458509142055
NCT02768792,LCCC 1522: Phase 2 Study of High Dose Cytarabine Followed by Pembrolizumab in Relapsed and Refractory Acute Myeloid Leukemia,COMPLETED,pembrolizumab,PDCD1,antibody,leukemia,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.033,0.0,1.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,1.0,0.0165,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2055,0.28,0.2091,17.0717,pdcd1,leukemia,33.0,0.0,15.0,complete,0,3.5263605246161616,0.0,2.772588722239781,0.0
NCT03043664,Phase Ib/II Study of Pembrolizumab With Lanreotide Depot for Gastroenteropancreatic Neuroendocrine Tumors,COMPLETED,pembrolizumab,PDCD1,antibody,pancreatic cancer,True,2017.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.013,0.0,1.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,1.0,0.0065,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2025,0.28,0.2036,17.0705,pdcd1,pancreatic cancer,13.0,0.0,8.0,complete,0,2.6390573296152584,0.0,2.1972245773362196,0.0
NCT02247349,A Phase 1/2 Multicenter Study of BMS-986012 in Subjects With Relapsed/Refractory Small Cell Lung Cancer,COMPLETED,nivolumab,PDCD1,antibody,cancer nos,True,2014.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2005,0.28,0.0,17.0498,pdcd1,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT00436644,A Phase II Trial of Lapatinib in Combination With Weekly Topotecan in Patients With Platinum-Refractory/Resistant Ovarian and Primary Peritoneal Carcinoma,COMPLETED,lapatinib,ERBB2,small_molecule,ovarian cancer,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.293,0.05,0.4180887372013652,0.0,0.85,,,,1,1,0,739.0,0.0007936373477672,1.0,0.5,0.3,0.7236666666666667,0.2,1.0,0.7,45.0,1.0,0.9,0.8,1.0,1.0,-0.71,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.88,0.88,0.7,1,1.0,0.15,0.35,0.45,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.017064846416382253,0.011945392491467576,0.72,0.3,0.4180887372013652,0.17149999999999999,0.1,0.5,0.3,0.7,0.8,0.7265,74.3386,0.295,0.4304,0.28,0.1746,15.2244,erbb2,ovarian cancer,293.0,5.0,49.0,complete,0,5.683579767338681,1.791759469228055,3.912023005428146,0.017064846416382253
NCT02280252,"Response, Resistance and Metastasis of Locally Advanced Breast Cancer (LABC, Stage 2B-3C) in a Multiethnic Cohort: A Phase II International Multicentric Study of Concurrent Paclitaxel and Radiation",COMPLETED,paclitaxel,TUBB,small_molecule,breast cancer,True,2005.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.016,0.01,1.0,0.0,0.43,,,,1,1,0,715.0,0.000807165034965,1.0,1.0,1.0,0.5950000000000001,0.05,0.7,0.7,17.0,0.85,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44,0.6,0.7,0.59,0.59,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8187500000000001,0.0,0.8187500000000001,0.0,0.0,0.0625,0.04375,0.63,0.3,1.0,0.013000000000000001,0.1,0.5,0.3,0.7,0.8,0.178,72.0168,0.295,0.3124,0.04,0.2295,14.5688,tubb,breast cancer,16.0,1.0,7.0,complete,0,2.833213344056216,0.6931471805599453,2.0794415416798357,0.0625
NCT02795858,"A Phase II Study of Ramucirumab With Somatostatin Analog Therapy in Patients With Advanced, Progressive Carcinoid Tumors",COMPLETED,ramucirumab,KDR,antibody,cancer nos,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.6,,,,1,1,0,606.0,0.0007355808580858,1.0,1.0,0.7,0.5514285714285714,0.2,1.0,0.7,7.0,0.35,0.14,0.55,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.72,0.576,0.8,0.9,0.71,0.71,0.8,1,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.295,0.295,1.0,0.0,0.0,0.0,0.3299999999999999,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.218,61.0727,0.295,0.2035,0.28,0.0,12.3812,kdr,cancer nos,0.0,0.0,0.0,complete,0,0.0,0.0,0.0,0.0
NCT01801111,"An Open-Label, Non-Randomized, Multicenter Phase I/II Trial of RO5424802 Given Orally to Non-Small Cell Lung Cancer Patients Who Have ALK Mutation and Who Have Failed Crizotinib Treatment",COMPLETED,erlotinib,EGFR,small_molecule,cancer nos,True,2013.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.001,0.0,0.0,0.0,0.9,,,,1,1,0,774.0,0.0007825607235142,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.903475,0.0,0.903475,0.0,0.0,0.0,0.0,0.72,0.3,0.0,0.0005,0.1,0.5,0.3,0.7,0.8,0.7375,78.0221,0.295,0.3591,0.28,0.0003,15.9321,egfr,cancer nos,1.0,0.0,0.0,complete,0,0.6931471805599453,0.0,0.0,0.0
NCT00550771,"Randomized Phase II Multinational Trial to Evaluate the Safety of Two Chemotherapy Plus Trastuzumab Regimens as Adjuvant Therapy in Patients With HER2-positive Breast Cancer: Caelyx + Cyclophosphamide + Trastuzumab (C+C+H) or Doxorubicin + Cyclophosphamide (A+C), Each Followed by Paclitaxel + Trastuzumab (T+H) BACH",COMPLETED,trastuzumab,ERBB2,antibody,breast cancer,True,2007.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.95,0.88,0.85,0.98,0.4,0.8,0.92,1.0,1.0,0.38055624534392846,0.0,0.85,,,,0,1,0,739.0,0.0007936373477672,1.0,0.5,0.3,0.7236666666666667,0.2,1.0,0.7,45.0,1.0,0.9,0.8,1.0,1.0,-0.71,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.88,0.88,0.8,1,1.0,0.15,0.35,0.45,0.0,0.0,0.0,0.3075,0.3075,1.0,0.5,0.046684877079711945,0.03267941395579836,0.98,0.95,0.38055624534392846,1.0,0.44,0.5,0.3,0.7,0.8,0.9185,74.5055,0.295,0.824,0.386,0.4443,15.4274,erbb2,breast cancer,4027.0,188.0,613.0,complete,0,8.301025253838453,5.241747015059643,6.419994928147142,0.046684877079711945
