nct_id,canonical_drug,primary_target,disease,biomarker,modality,label_balanced,predicted_p,CDS,TDS,BFS,MCS,TWS,EMS,BIOLOGY_SCORE,top_strength,top_risk
NCT04633278,pembrolizumab,PDCD1,HNSCC,PD-L1,antibody,0,0.4127,0.2982188935575831,0.250208,0.3979555,0.5914643500000001,0.6886828,0.29395522033736904,0.42255687676212195,TWS,TDS
NCT05467670,pembrolizumab,PDCD1,ovarian cancer,PD-L1,antibody,1,0.4112,0.36507372000000005,0.26192000000000004,0.3890205,0.6401458,0.6323247999999999,0.2688318526322949,0.43385847689484425,MCS,TDS
NCT04786093,durvalumab,CD274,NSCLC,PD-L1,antibody,0,0.4104,0.3903132442443874,0.27723200000000003,0.4228455,0.6415542999999999,0.5956000000000001,0.49374696565739984,0.47478717869748743,MCS,TDS
NCT03649841,abiraterone,CYP17A1,prostate cancer,,small_molecule,0,0.4098,0.31389709226477924,0.33073400000000003,0.2625,0.6277703,0.6011008000000001,0.4251364258064516,0.43125416232392355,MCS,BFS
NCT06016270,paclitaxel,TUBB,SCLC,,small_molecule,0,0.4096,0.29089686000000003,0.614312,0.2625,0.5922531999999999,0.6301192,0.476436,0.474135092,TWS,BFS
NCT05351021,unmapped,UNKNOWN,breast cancer,,unknown,1,0.4075,0.26957724,0.7081264,0.2625,0.37217800000000006,0.6708448,0.40035180000000004,0.434624498,TDS,BFS
NCT03617484,bortezomib,PSMB5,lymphoma,,small_molecule,0,0.4055,0.39241518000000003,0.2935,0.2625,0.60383915,0.5702476000000001,0.3546218461538462,0.4213812829230769,MCS,BFS
NCT05189197,zanubrutinib,BTK,DLBCL,BCL2 overexpression,small_molecule,1,0.4013,0.47976262003618,0.282706,0.4065845,0.6466615,0.6353872,0.33104037109935774,0.4736425346721397,MCS,TDS
NCT04205240,cyclophosphamide,DNA,multiple myeloma,,small_molecule,0,0.4007,0.27245658,0.4261548,0.2625,0.5828459,0.5912607999999999,0.46948200000000007,0.433470136,TWS,BFS
NCT03810105,olaparib,PARP1,prostate cancer,BRCA1/2,small_molecule,0,0.4005,0.49801146,0.287142,0.46700949999999997,0.6327323499999999,0.5478712,0.3030052597014926,0.4669029559552239,MCS,TDS
NCT04671303,unmapped,UNKNOWN,lung cancer NOS,,unknown,1,0.4004,0.21941238000000002,0.6851584,0.2625,0.34996675,0.6091936,0.36468480000000003,0.40210634599999995,TDS,CDS
NCT03677141,cyclophosphamide,DNA,lymphoma,CD20,small_molecule,1,0.3994,0.28117391999999997,0.47634560000000004,0.431056,0.58439975,0.596488,0.4479282,0.46588740399999995,TWS,CDS
NCT05204160,pembrolizumab,PDCD1,multiple myeloma,,antibody,0,0.396,0.26745428380197644,0.279332,0.2625,0.61064515,0.609364,0.23161272788736226,0.3830411959434996,MCS,EMS
NCT05845814,pembrolizumab,PDCD1,bladder cancer,PD-L1,antibody,1,0.395,0.34946478,0.26336000000000004,0.437172,0.6155339499999999,0.6511684,0.28094498094136855,0.43789655314120524,TWS,TDS
NCT05153304,nivolumab,PDCD1,cancer NOS,PD-L1,antibody,0,0.3949,0.36040422,0.27714200000000005,0.405316,0.6322152999999999,0.7276563999999999,0.6005401300639369,0.5001220835095905,TWS,TDS
NCT04512430,atezolizumab,CD274,NSCLC,EGFR mutation,antibody,0,0.3944,0.38976484424438734,0.26890400000000003,0.475701,0.6639747999999999,0.7269832,0.5041707656573998,0.5071117736974874,TWS,TDS
NCT04954001,unmapped,UNKNOWN,cancer NOS,,unknown,1,0.3939,0.18623382,0.6916043999999999,0.2625,0.30756985,0.6248656,0.42293040000000004,0.39904579399999995,TDS,CDS
NCT04154189,lenvatinib,VEGFR2,sarcoma,,small_molecule,1,0.3901,0.32305913999999997,0.282524,0.2625,0.6118818,0.562912,0.2452407266251842,0.38996469699377767,MCS,EMS
NCT04398368,gemcitabine,RRM1,cancer NOS,,small_molecule,0,0.3893,0.32260596,0.6873771999999999,0.2625,0.57545515,0.6763492,0.4366648,0.48904590200000003,TDS,BFS
NCT03817398,unmapped,UNKNOWN,cancer NOS,,unknown,1,0.3893,0.26736564,0.722598,0.2625,0.35221600000000003,0.6204292,0.4297614,0.429209618,TDS,BFS
NCT05628545,unmapped,UNKNOWN,hepatocellular carcinoma,,unknown,0,0.384,0.25764714,0.6805271999999999,0.2625,0.3957286,0.6073072,0.42481440000000004,0.42694746799999994,TDS,CDS
NCT03886493,unmapped,UNKNOWN,prostate cancer,,unknown,0,0.3831,0.19163706000000003,0.7449612000000001,0.2625,0.3194773,0.6892204000000001,0.35538600000000004,0.4100330120000001,TDS,CDS
NCT05120271,unmapped,UNKNOWN,hepatocellular carcinoma,,unknown,1,0.3826,0.20442180000000001,0.7768704000000001,0.2625,0.31751635,0.6530584,0.4370088,0.42380326999999995,TDS,CDS
NCT03572634,unmapped,UNKNOWN,CLL,,unknown,0,0.3803,0.18814818000000003,0.7062048,0.2625,0.34099690000000005,0.6472072,0.37282879999999996,0.404140136,TDS,CDS
NCT05116683,unmapped,UNKNOWN,sarcoma,,unknown,0,0.3745,0.21457632000000001,0.7536696,0.2625,0.37840690000000005,0.6715948,0.3979344,0.43145146400000006,TDS,CDS
NCT03926143,unmapped,UNKNOWN,solid tumors,ER negative,unknown,0,0.3742,0.23987964,0.6981048,0.463322,0.35920464999999996,0.7504336,0.403149,0.46706826800000006,TWS,CDS
NCT05498220,rituximab,MS4A1,DLBCL,,antibody,0,0.3727,0.3039383113609945,0.367275,0.2625,0.60225685,0.586546,0.3112530592592593,0.4103751411610878,MCS,BFS
NCT05220722,pembrolizumab,PDCD1,hepatocellular carcinoma,FGFR alteration,antibody,0,0.3651,0.29892991859617185,0.2654,0.43661099999999997,0.60721615,0.680326,0.3320333606992246,0.43838476782411806,TWS,TDS
NCT04758507,unmapped,UNKNOWN,renal cell carcinoma,,unknown,1,0.3641,0.24705509999999997,0.7303816000000001,0.2625,0.35666605,0.6816868,0.39903479999999997,0.43178471000000007,TDS,CDS
NCT05116800,gemcitabine,RRM1,sarcoma,,small_molecule,0,0.3628,0.28322838,0.6868764,0.2625,0.6056344,0.6824848000000001,0.47200499999999995,0.49335248600000003,TDS,BFS
NCT03932318,venetoclax,BCL2,AML,,small_molecule,0,0.3614,0.43301133729946234,0.34258000000000005,0.2625,0.6335513,0.7539796000000001,0.4459663261294339,0.4840664163793076,TWS,BFS
NCT05011019,unmapped,UNKNOWN,cancer NOS,,unknown,1,0.3608,0.24898074000000003,0.7022068,0.2625,0.36311785,0.7138444,0.3757098,0.430558868,TWS,CDS
NCT04251065,unmapped,UNKNOWN,lymphoma,CD38,unknown,0,0.3595,0.24753498000000002,0.712762,0.469929,0.37039195,0.6022468000000001,0.4260888,0.455239376,TDS,CDS
NCT05972720,cyclophosphamide,DNA,lymphoma,CD19,small_molecule,0,0.3577,0.30170615999999995,0.4782288,0.479735,0.5452103,0.6043684,0.41679779999999994,0.46625279199999997,TWS,CDS
NCT04351230,abemaciclib,CDK4,breast cancer,HER2 amplification,small_molecule,0,0.3574,0.48917295645187026,0.26387800000000006,0.44789049999999997,0.6337224499999999,0.5726104000000001,0.524999512657291,0.49598584318896766,MCS,TDS
NCT06865352,unmapped,UNKNOWN,AML,,unknown,1,0.3532,0.23118894,0.7031107999999999,0.2625,0.34498315000000007,0.7315647999999999,0.42441900000000005,0.43347360799999995,TWS,CDS
NCT05561491,unmapped,UNKNOWN,melanoma,,unknown,0,0.3479,0.17829618000000003,0.7274764,0.2625,0.3264346,0.7175764,0.40174020000000005,0.417340106,TDS,CDS
NCT03719560,methotrexate,DHFR,lymphoma,,small_molecule,0,0.3368,0.2958,0.6966492,0.2625,0.5964835,0.7008987999999999,0.409161,0.48883805,TWS,BFS
NCT04013854,nivolumab,PDCD1,melanoma,PD-L1,antibody,1,0.3354,0.31493848477623565,0.286328,0.4782915,0.6520370500000001,0.6533464,0.46087820270711466,0.4752217223613143,TWS,TDS
NCT05305040,unmapped,UNKNOWN,cancer NOS,,unknown,0,0.3326,0.23077206,0.7027395999999999,0.2625,0.3609799,0.7350892,0.3719892,0.429198092,TWS,CDS
NCT06359041,unmapped,UNKNOWN,cancer NOS,,unknown,1,0.328,0.24740520000000002,0.7218663999999999,0.2625,0.35934325000000006,0.6300616000000001,0.42063360000000005,0.42660893,TDS,CDS
NCT04713046,unmapped,UNKNOWN,cancer NOS,PD-L1,unknown,1,0.3271,0.22757292,0.7424664,0.40506200000000003,0.37426105,0.5991736000000001,0.3805962,0.439461524,TDS,CDS
NCT06425302,rituximab,MS4A1,lymphoma,,antibody,1,0.3268,0.29080212321403,0.404139,0.2625,0.6414016,0.672712,0.421454762962963,0.4505616090872504,TWS,BFS
NCT04944173,durvalumab,CD274,NSCLC,PD-L1,antibody,0,0.3254,0.39114484424438734,0.29516600000000004,0.4788095,0.6510079,0.7007368,0.5044893656573998,0.5053107986974874,TWS,TDS
NCT04827953,gemcitabine,RRM1,pancreatic cancer,,small_molecule,1,0.3205,0.26429238,0.7140968000000001,0.2625,0.5744484999999999,0.6616228000000001,0.4579956,0.482180456,TDS,BFS
NCT05317936,venetoclax,BCL2,CLL,,small_molecule,0,0.3204,0.47770051054187346,0.2967580000000001,0.2625,0.61083815,0.6537736000000001,0.44996636821759406,0.46715742734101384,TWS,BFS
NCT06206278,unmapped,UNKNOWN,gastric cancer,,unknown,0,0.319,0.21958602000000002,0.7077352,0.2625,0.3571849,0.6948328,0.3174894,0.412737794,TDS,CDS
NCT04966676,nivolumab,PDCD1,NSCLC,PD-L1,antibody,0,0.318,0.3261667169143174,0.28832,0.44940899999999995,0.60447745,0.6209596,0.4456433058495443,0.4567786192602951,TWS,TDS
NCT03787303,unmapped,UNKNOWN,breast cancer,,unknown,0,0.3175,0.1775331,0.7549044,0.2625,0.33780984999999997,0.6542572,0.3747278,0.410027,TDS,CDS
NCT03992339,unmapped,UNKNOWN,DLBCL,,unknown,1,0.3115,0.21335184000000001,0.7387396,0.2625,0.3766715500000001,0.5750656,0.3813666,0.411655448,TDS,CDS
NCT04556617,olaparib,PARP1,prostate cancer,,small_molecule,0,0.3092,0.52505244,0.315798,0.2625,0.6210379,0.7051480000000001,0.3095392597014926,0.4681658569552239,TWS,BFS
NCT04916002,unmapped,UNKNOWN,NSCLC,,unknown,0,0.304,0.1982352,0.6875956,0.2625,0.3280711,0.6607108,0.386331,0.40483187,TDS,CDS
NCT04905407,venetoclax,BCL2,AML,,small_molecule,0,0.3036,0.4254897372994623,0.3022,0.2625,0.6491552,0.5680072,0.4505419261294339,0.4524163563793075,MCS,BFS
NCT05195762,unmapped,UNKNOWN,cancer NOS,,unknown,0,0.3035,0.22846044000000004,0.7505924,0.2625,0.3211849,0.5287288,0.3818214,0.39847545799999995,TDS,CDS
NCT05085002,letrozole,CYP19A1,breast cancer,PR positive,small_molecule,0,0.2991,0.41425790789896644,0.301111,0.466672,0.6311673499999999,0.66298,0.40884966398713835,0.485026951177864,TWS,TDS
NCT03881735,unmapped,UNKNOWN,AML,IDH2 mutation,unknown,0,0.2991,0.22341047999999997,0.7371948,0.4664545,0.33044605,0.5988784,0.3429358,0.432590831,TDS,CDS
NCT02958852,letrozole,CYP19A1,breast cancer,,small_molecule,1,0.2989,0.3381887078989665,0.29448700000000005,0.2625,0.6266828,0.6650128000000001,0.41048226398713833,0.43784661117786405,TWS,BFS
NCT05775900,cetuximab,EGFR,colorectal cancer,,antibody,1,0.2973,0.44659163796605117,0.32697,0.2625,0.6461154,0.597904,0.5442525792762072,0.4782853944846413,MCS,BFS
NCT02856503,unmapped,UNKNOWN,breast cancer,,unknown,0,0.2944,0.23904618,0.7233732,0.2625,0.36358209999999996,0.6439444,0.33006,0.414507296,TDS,CDS
NCT04802031,unmapped,UNKNOWN,multiple myeloma,,unknown,0,0.2937,0.21546102,0.7159224000000001,0.2625,0.33271825000000005,0.6866068,0.3480866,0.411603224,TDS,CDS
NCT03832673,pembrolizumab,PDCD1,bladder cancer,PD-L1,antibody,0,0.2877,0.38264129999999996,0.27459200000000006,0.4742155,0.6276613,0.6581236,0.2776815809413685,0.45475242214120526,TWS,TDS
NCT04489173,unmapped,UNKNOWN,breast cancer,HER2 amplification,unknown,1,0.2856,0.18583007999999998,0.7228652000000001,0.3970675,0.32867320000000005,0.6659512000000001,0.3152898,0.418076711,TDS,CDS
NCT05309629,carboplatin,DNA,lung cancer NOS,,small_molecule,1,0.2838,0.24152586,0.4697232,0.2625,0.6043341500000001,0.6285604,0.471003,0.4439399920000001,TWS,CDS
NCT05044897,unmapped,UNKNOWN,HNSCC,,unknown,1,0.2813,0.23915556000000004,0.746956,0.2625,0.3608191,0.6285568,0.42933119999999997,0.430096532,TDS,CDS
NCT04019288,durvalumab,CD274,ovarian cancer,,antibody,0,0.2809,0.27566482566467465,0.286328,0.2625,0.6254242,0.5693884,0.3222224474080191,0.39628363224413776,MCS,BFS
NCT03856099,unmapped,UNKNOWN,glioblastoma,IDH1 mutation,unknown,0,0.2805,0.2253888,0.7297343999999999,0.3771605,0.3242416,0.7441516,0.39108180000000003,0.446245325,TWS,CDS
NCT04453384,unmapped,UNKNOWN,cancer NOS,,unknown,1,0.279,0.21399456,0.7609732,0.2625,0.34801180000000004,0.7534803999999999,0.365106,0.433710212,TDS,CDS
NCT05705466,pembrolizumab,PDCD1,NSCLC,TP53 mutation,antibody,0,0.2771,0.30312791691431745,0.255494,0.4667155,0.61638175,0.7412416,0.4315511058495443,0.4681522642602951,TWS,TDS
NCT05858177,temozolomide,DNA,glioma,,small_molecule,1,0.2769,0.30330432,0.48076720000000006,0.2625,0.60818765,0.6242716,0.47868179999999994,0.459231484,TWS,BFS
NCT06967987,unmapped,UNKNOWN,gastric cancer,FGFR alteration,unknown,0,0.2751,0.2701659,0.721474,0.4277815,0.33488695,0.767302,0.3348822,0.458726525,TWS,CDS
NCT04025567,unmapped,UNKNOWN,hepatocellular carcinoma,,unknown,0,0.2734,0.23084322000000002,0.7696448,0.2625,0.36123295000000005,0.6048784,0.4260732,0.42787969400000003,TDS,CDS
NCT04828486,pembrolizumab,PDCD1,hepatocellular carcinoma,,antibody,1,0.2733,0.24874711859617188,0.26442200000000005,0.2625,0.61081735,0.6271744,0.3349853606992246,0.3952751578241181,TWS,CDS
NCT04495894,unmapped,UNKNOWN,NSCLC,,unknown,0,0.2686,0.25864770000000004,0.7099808,0.2625,0.37223845,0.7504144,0.4045908,0.4453001299999999,TWS,CDS
NCT04021082,unmapped,UNKNOWN,lymphoma,,unknown,0,0.2674,0.25335132000000005,0.6833304,0.2625,0.36129775,0.6413055999999999,0.4168074,0.423521324,TDS,CDS
NCT04700072,pembrolizumab,PDCD1,melanoma,ER negative,antibody,1,0.266,0.33277528477623564,0.27941000000000005,0.4505975,0.60805495,0.6022264,0.45026000270711464,0.45554013236131435,MCS,TDS
NCT05428969,venetoclax,BCL2,AML,,small_molecule,1,0.2584,0.43371693729946226,0.28301200000000004,0.2625,0.6521867,0.5829184000000001,0.4501297261294339,0.45396474637930756,MCS,BFS
NCT05573555,ribociclib,CDK4,breast cancer,ER positive,small_molecule,1,0.2514,0.41989455645187024,0.31996,0.39370950000000005,0.59080535,0.6439972,0.522085312657291,0.48410278318896777,TWS,TDS
NCT05683834,unmapped,UNKNOWN,cancer NOS,,unknown,0,0.2496,0.18578070000000002,0.7174815999999999,0.2625,0.37068940000000006,0.6130408,0.383913,0.40783433,TDS,CDS
NCT05687617,unmapped,UNKNOWN,gastric cancer,,unknown,0,0.2424,0.22213458,0.7231176,0.2625,0.3983407,0.7124332,0.4004022,0.438863006,TDS,CDS
NCT04817761,unmapped,UNKNOWN,cancer NOS,,unknown,0,0.2409,0.17726538000000003,0.7129268,0.2625,0.32699545,0.7219276,0.3868014000000001,0.41347553600000003,TWS,CDS
NCT04629508,unmapped,UNKNOWN,cancer NOS,ER negative,unknown,1,0.2402,0.23993484,0.7130063999999999,0.478009,0.35766415,0.7166379999999999,0.3767695999999999,0.46218324799999994,TWS,CDS
NCT03761056,cyclophosphamide,DNA,lymphoma,CD19,small_molecule,1,0.2378,0.28358886,0.48709280000000005,0.5105625,0.58501685,0.6650092000000001,0.4733904,0.494129377,TWS,CDS
NCT03900637,letrozole,CYP19A1,breast cancer,HER2 amplification,small_molecule,1,0.2373,0.3464351078989665,0.297817,0.4495395,0.6479741,0.5676112,0.4146240639871383,0.458320606177864,MCS,TDS
NCT03754140,unmapped,UNKNOWN,melanoma,,unknown,0,0.2363,0.21719802000000002,0.7280576,0.2625,0.35827945,0.6691948,0.4011954,0.42423766399999996,TDS,CDS
NCT03873493,venetoclax,BCL2,cancer NOS,,small_molecule,1,0.2334,0.49689756000000007,0.28886200000000006,0.2625,0.61244975,0.6581524,0.7279044683463104,0.5124822922519466,EMS,BFS
NCT03930953,rituximab,MS4A1,lymphoma,,antibody,1,0.2279,0.30701532321402997,0.39047699999999996,0.2625,0.57762235,0.6592515999999999,0.413315162962963,0.4357590990872504,TWS,BFS
NCT04193553,lenvatinib,VEGFR2,cancer NOS,,small_molecule,1,0.2277,0.36403253999999996,0.31382000000000004,0.2625,0.66492,0.60799,0.5125525948419847,0.4603198972262977,MCS,BFS
NCT05879484,pembrolizumab,PDCD1,NSCLC,PD-L1,antibody,0,0.2263,0.3752503169143175,0.277556,0.4539165,0.6213622,0.6817432000000001,0.4364093058495443,0.4767662542602952,TWS,TDS
NCT05525286,unmapped,UNKNOWN,pancreatic cancer,,unknown,0,0.2253,0.21694326,0.739632,0.2625,0.34850845,0.7180947999999999,0.403197,0.431603912,TDS,CDS
NCT05829434,unmapped,UNKNOWN,AML,FLT3 mutation,unknown,0,0.2238,0.31015614,0.6935304,0.4515835,0.37103005000000006,0.6998716,0.33082100000000003,0.46260821300000005,TWS,CDS
NCT03660930,pazopanib,VEGFR2,sarcoma,,small_molecule,0,0.219,0.27779196,0.33396200000000004,0.2625,0.59390265,0.6687256,0.2484321266251842,0.40138188099377764,TWS,EMS
NCT04003623,unmapped,UNKNOWN,solid tumors,FGFR alteration,unknown,1,0.2074,0.22014534,0.7043072,0.4038035,0.3783388,0.6490143999999999,0.40165920000000005,0.44351447299999996,TDS,CDS
NCT06478862,unmapped,UNKNOWN,pancreatic cancer,BRCA1/2,unknown,0,0.2029,0.19495379999999998,0.687336,0.43103249999999993,0.35209690000000005,0.7261072,0.3825066,0.443457485,TWS,CDS
NCT06393751,bevacizumab,VEGFA,ovarian cancer,,antibody,0,0.1999,0.24873078000000004,0.38527900000000004,0.2625,0.59572845,0.5453164,0.358941387770461,0.4016973641655691,MCS,CDS
NCT04305054,pembrolizumab,PDCD1,melanoma,ER negative,antibody,1,0.1957,0.28587208477623566,0.26374400000000003,0.43479049999999997,0.6019063,0.6391504,0.45874520270711466,0.4470201923613143,TWS,TDS
NCT05554354,binimetinib,MAP2K1,breast cancer,,small_molecule,1,0.1942,0.36811073893894164,0.274984,0.2625,0.64587575,0.6934011999999999,0.3323091439093484,0.4372764493741906,TWS,BFS
NCT06182410,unmapped,UNKNOWN,cancer NOS,,unknown,0,0.1916,0.17621718,0.7261200000000001,0.2625,0.34637005,0.7340944,0.373394,0.418933706,TWS,CDS
NCT05999357,unmapped,UNKNOWN,NSCLC,KRAS G12C,unknown,0,0.1907,0.29043972,0.7267796,0.4654155,0.3719929,0.6502264,0.37822140000000004,0.465582959,TDS,CDS
NCT04809467,unmapped,UNKNOWN,CLL,BCL2 overexpression,unknown,1,0.188,0.27165078,0.7159547999999999,0.48023649999999996,0.35081860000000004,0.6905716000000001,0.37800120000000004,0.46420849099999995,TDS,CDS
NCT04346888,unmapped,UNKNOWN,cancer NOS,ER negative,unknown,1,0.1845,0.21721602,0.7361076,0.47988850000000005,0.33009115,0.7426132000000001,0.3474314,0.45536753900000004,TWS,CDS
NCT03770455,avelumab,CD274,prostate cancer,,antibody,0,0.1843,0.2768669319959096,0.25578200000000006,0.2625,0.61606975,0.6608680000000001,0.2973800025415176,0.40006683678040955,TWS,TDS
NCT02432417,unmapped,UNKNOWN,glioblastoma,,unknown,0,0.183,0.23014644,0.7024272,0.2625,0.3335641,0.685258,0.36023579999999994,0.41430525799999995,TDS,CDS
NCT04166383,nivolumab,PDCD1,colorectal cancer,,antibody,0,0.1809,0.32787155999999995,0.26874200000000004,0.2625,0.6056569,0.7309395999999999,0.35332238028839613,0.4290312890432594,TWS,BFS
NCT03806556,unmapped,UNKNOWN,cancer NOS,,unknown,0,0.1744,0.22439562000000002,0.7055708,0.2625,0.37201855,0.592414,0.33953079999999997,0.404285174,TDS,CDS
NCT05788289,lenalidomide,CRBN,lymphoma,CD19,small_molecule,0,0.173,0.3253598258442474,0.27713800000000005,0.41552,0.6066523,0.6174892000000001,0.365324794639866,0.43772322436482936,TWS,TDS
NCT04044560,unmapped,UNKNOWN,cancer NOS,CD19,unknown,0,0.1727,0.21439938,0.7028836,0.43274099999999993,0.33264550000000004,0.7051768,0.3330554,0.435487496,TWS,CDS
NCT05590377,unmapped,UNKNOWN,multiple myeloma,CD38,unknown,0,0.1639,0.27065094,0.7352196,0.477363,0.3568591,0.6805312,0.3697606,0.464933168,TDS,CDS
NCT05839626,unmapped,UNKNOWN,multiple myeloma,CD38,unknown,1,0.1599,0.21811338000000002,0.7109168,0.47070350000000005,0.34360284999999996,0.663406,0.35124320000000003,0.441783671,TDS,CDS
NCT04725994,irinotecan,TOP1,gastric cancer,,small_molecule,1,0.1587,0.27185958,0.695524,0.2625,0.5713333,0.7018504,0.47053980000000006,0.48820070600000004,TWS,BFS
NCT04968015,venetoclax,BCL2,AML,,small_molecule,1,0.1582,0.3934989372994623,0.33479200000000003,0.2625,0.5833353499999999,0.68056,0.4436083261294339,0.4535859063793075,TWS,BFS
NCT05574712,unmapped,UNKNOWN,prostate cancer,PSMA,unknown,0,0.1548,0.21882438,0.7391824,0.4293235,0.3295285,0.603148,0.29475100000000004,0.419631311,TDS,CDS
NCT05483023,unmapped,UNKNOWN,endometrial cancer,,unknown,0,0.1531,0.2722491,0.7006935999999999,0.2625,0.39244825000000005,0.6424576,0.41509860000000004,0.43605194,TDS,BFS
NCT03929666,capecitabine,TYMS,colorectal cancer,,small_molecule,1,0.1486,0.30614586,0.7309736,0.2625,0.6071715,0.6055624000000001,0.4895274,0.495947982,TDS,BFS
NCT06703346,cyclophosphamide,DNA,cancer NOS,,small_molecule,1,0.1461,0.24234936,0.407876,0.2625,0.5923232,0.7080052,0.39626859999999997,0.43313198199999997,TWS,CDS
NCT04051996,unmapped,UNKNOWN,AML,,unknown,0,0.1272,0.22109064,0.7412523999999999,0.2625,0.3553948,0.7874572000000001,0.36574159999999994,0.43883976799999996,TWS,CDS
NCT03952585,cisplatin,DNA,cancer NOS,PD-L1,small_molecule,1,0.1141,0.31752312,0.4694312,0.4678185,0.5662559,0.5207116,0.4599738,0.46444606899999996,MCS,CDS
NCT05846737,unmapped,UNKNOWN,multiple myeloma,,unknown,0,0.1126,0.22437810000000002,0.7462036,0.2625,0.37463260000000004,0.5741128,0.3767481999999999,0.41373683,TDS,CDS
NCT06198426,unmapped,UNKNOWN,solid tumors,,unknown,0,0.1107,0.21766596,0.6978403999999999,0.2625,0.34640154999999995,0.5617228,0.4014798,0.401344952,TDS,CDS
NCT04109482,cyclophosphamide,DNA,cancer NOS,,small_molecule,1,0.0721,0.24215622,0.4808276,0.2625,0.55953815,0.6264112000000001,0.4851018,0.438564964,TWS,CDS
NCT04602065,unmapped,UNKNOWN,lymphoma,PD-L1,unknown,1,0.0656,0.25972644,0.6840204,0.47575199999999995,0.37031155000000004,0.5985952,0.39699419999999996,0.44931186800000006,TDS,CDS
